File,lapneg_gavg,lappos_gavg,sobelh_gavg,sobelv_gavg,Variance,Crofton Perimeter,Number of Corners,Average Corner Strength,Sobel V Color Avg,Sobel V Gray Avg,Sobel H Color Avg,sobelv_gmax50,sobelh_gmax50,sobelh_gmax10,lapneg_gmax50,Class
030FD_000950.jpg,3.886695964,233.6816113,1.614742839,1.956835938,0.449147308,0.139776021,9479.107009,0.861216669,1.661431207,79.68550673,45.50521376,3.280442708,2.212890625,8.422200521,5.523320313,0
046TE_038600.jpg,1.896276042,149.5536914,0.753662109,1.312613932,0.797351236,0.854932839,2797.536343,0.194430602,0.838680556,42.4988737,36.64786675,2.622226563,1.709466146,4.848958333,3.333710938,0
030FD_004775.jpg,2.836298828,199.2777441,0.987705078,0.837919922,0.466238106,0.372061139,2029.37696,0.089134928,1.152851563,51.78791558,38.67998481,1.370260417,1.366236979,4.346028646,3.406653646,0
030FD_067325.jpg,3.83936849,248.5456576,1.673808594,1.995413411,0.406142775,0.112804192,9083.775477,0.82345675,1.71133572,76.66361979,51.12688043,2.932994792,2.904921875,7.540039063,5.46171875,0
030FD_041050.jpg,2.934026693,250.036875,1.100094401,0.997851563,0.208665149,0.112804192,4020.573516,0.18037935,1.182943793,69.69335612,44.333648,1.718423019,1.714233954,4.424479167,3.959542181,0
030FD_067500.jpg,3.840777995,226.1839518,1.51719401,1.499749349,0.584088082,0.146390573,5659.423101,0.436170073,1.644552951,55.60637587,46.32875109,2.747775564,2.376744792,8.041341146,5.124700521,0
030FD_000175.jpg,3.241933594,231.3025879,1.203066406,1.721660156,0.417254548,0.191286138,5772.700061,0.430667394,1.198084852,75.62895182,43.79300673,2.835286458,2.010208333,6.325846354,4.583515625,0
030FD_044600.jpg,2.894970703,251.0127148,0.970273438,1.258063151,0.352398419,0.112804192,3439.017697,0.142708993,1.047360026,75.72540148,47.42084852,2.154932432,1.591705729,5.145833333,3.602994792,0
030FD_055650.jpg,3.284589844,229.3168913,1.494283854,1.57266276,0.470494898,0.124722048,6231.117757,0.454177668,1.505065104,68.00929796,48.60703451,3.812276786,3.035144928,8.286458333,6.195238095,0
046TE_070450.jpg,1.632259115,208.0470671,0.793470052,1.109902344,0.646490057,0.112804192,2908.790499,0.154130407,0.857636719,44.8680523,38.55977756,1.685274327,1.319283854,3.833333333,2.309127604,0
030FD_053125.jpg,3.739830729,214.4211068,1.762109375,1.447877604,0.637886593,0.24366268,6193.063778,0.478471743,1.824002821,65.20731011,41.48998481,2.650541126,4.06257764,6.74609375,6.498308405,0
030FD_014400.jpg,3.212272135,242.0444759,1.177594401,1.364928385,0.517634886,0.12980652,5403.53854,0.365956298,1.243965929,49.4042947,39.51079427,2.970471014,2.748291925,6.022135417,4.951708075,0
